sentiment,text
pos,"this isn't a narrative film -- i don't know if it's possible to make a narrative film about september 11th , though i'm sure some will try -- but it's as close as anyone has dared to come ."
pos,"shiri is an action film that delivers on the promise of excitement , but it also has a strong dramatic and emotional pull that gradually sneaks up on the audience ."
neg,"so faithful to the doldrums of the not-quite-urban , not-quite-suburban milieu as to have viewers recoiling from the reality check ."
neg,this dreadfully earnest inversion of the concubine love triangle eschews the previous film's historical panorama and roiling pathos for bug-eyed mugging and gay-niche condescension .
neg,a very stylish but ultimately extremely silly tale . . . a slick piece of nonsense but nothing more .
pos,"a fine effort , an interesting topic , some intriguing characters and a sad ending . certainly the big finish wasn't something galinsky and hawley could have planned for . . . but part of being a good documentarian is being there when the rope snaps ."
pos,probably the best case for christianity since chesterton and lewis .
neg,new best friend shouldn't have gone straight to video ; it should have gone straight to a mystery science theater 3000 video .
pos,one of the best films of the year with its exploration of the obstacles to happiness faced by five contemporary individuals . . . a psychological masterpiece .
neg,"every time you look , sweet home alabama is taking another bummer of a wrong turn ."
neg,"if melville is creatively a great whale , this film is canned tuna ."
pos,it shows us a slice of life that's very different from our own and yet instantly recognizable .
neg,paxton's uneven directorial debut fails to unlock the full potential of what is in many ways a fresh and dramatically substantial spin on the genre .
neg,the picture is a primer on what happens when lack of know-how mixes with lack of give-a-damn .
pos,"the best revenge may just be living well because this film , unlike other dumas adaptations , is far more likened to a treasure than a lengthy jail sentence ."
neg,has all the right elements but completely fails to gel together .
pos,a manically generous christmas vaudeville .
neg,the story and the friendship proceeds in such a way that you're watching a soap opera rather than a chronicle of the ups and downs that accompany lifelong friendships .
neg,"queen of the damned as you might have guessed , makes sorry use of aaliyah in her one and only starring role -- she does little here but point at things that explode into flame ."
pos,"it cuts to the core of what it actually means to face your fears , to be a girl in a world of boys , to be a boy truly in love with a girl , and to ride the big metaphorical wave that is life -- wherever it takes you ."
neg,"a particularly joyless , and exceedingly dull , period coming-of-age tale ."
pos,the socio-histo-political treatise is told in earnest strides . . . [and] personal illusion is deconstructed with poignancy .
pos,"almost everyone growing up believes their family must look like "" the addams family "" to everyone looking in . . . "" my big fat greek wedding "" comes from the heart . . ."
pos,"though few will argue that it ranks with the best of herzog's works , invincible shows he's back in form , with an astoundingly rich film ."
neg,"the problem is not that it's all derivative , because plenty of funny movies recycle old tropes . the problem is that van wilder does little that is actually funny with the material ."
neg,bad and baffling from the get-go .
neg,not even the hanson brothers can save i
neg,irwin and his director never come up with an adequate reason why we should pay money for what we can get on television for free .
pos,the solid filmmaking and convincing characters makes this a high water mark for this genre .
neg," . . . jones , despite a definitely distinctive screen presence , just isn't able to muster for a movie that , its title notwithstanding , should have been a lot nastier if it wanted to fully capitalize on its lead's specific gifts ."
pos,"berry's saucy , full-bodied performance gives this aging series a much needed kick , making "" die another day "" one of the most entertaining bonds in year"
pos," . . . a light , yet engrossing piece . lux , now in her eighties , does a great combination act as narrator , jewish grandmother and subject  taking us through a film that is part biography , part entertainment and part history ."
neg,"the result is a gaudy bag of stale candy , something from a halloween that died ."
neg,the film favors the scientific over the spectacular ( visually speaking ) .
pos,"if anything , the film is doing something of a public service -- shedding light on a group of extremely talented musicians who might otherwise go unnoticed and underappreciated by music fans ."
neg,"[two] fairly dull -- contrasting and interlocking stories about miserable scandinavian settlers in 18th-century canada , and yuppie sailboaters in the here and now ."
